     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/02/2019-03/08/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R138,WEST 4TH ST-WASHINGTON SQ     ,00100596,00006435,00000372,00001229,00000133,00045431,00076470,00000000,00000000,00000000,00000490,00001604,00000897,00000173,00008472,00003975,00002234,00000000,00002541,00000000,00000000,00000000,00003306,00000000,00000249,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00050424,00002119,00000149,00000405,00000272,00019299,00032530,00000000,00000000,00000000,00000142,00000610,00000438,00000469,00003712,00002171,00001070,00000000,00001054,00000000,00000000,00000000,00001697,00000000,00000154,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00023789,00000944,00000154,00000425,00000043,00013916,00025355,00000000,00000000,00000000,00000079,00000204,00000261,00000047,00003383,00000670,00000622,00000000,00000642,00000000,00000000,00000000,00003280,00000000,00000897,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00046344,00006459,00000591,00001781,00000067,00019606,00041667,00000000,00000000,00000000,00000081,00001218,00001154,00000047,00004217,00001870,00000793,00000000,00000427,00000000,00000000,00000000,00005375,00000000,00000460,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00056486,00003140,00000395,00001096,00000036,00032680,00043355,00000000,00000000,00000000,00000132,00000585,00001002,00000022,00004921,00001283,00000955,00000000,00001417,00000000,00000000,00000000,00009549,00000000,00000347,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00048093,00002659,00000229,00000519,00000168,00018094,00031957,00000000,00000000,00000000,00000182,00000882,00000472,00000126,00005532,00001647,00000900,00000000,00000727,00000000,00000000,00000000,00001310,00000000,00000165,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00035193,00003667,00000276,00000666,00000052,00015962,00028769,00000000,00000000,00000000,00000185,00000462,00000733,00000073,00002996,00001430,00000860,00000000,00000367,00000000,00000000,00000000,00004435,00000000,00000170,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00010214,00000581,00000127,00000106,00000003,00007209,00003173,00000000,00000000,00000000,00000007,00000049,00000472,00000001,00000415,00000031,00000060,00000000,00000033,00000000,00000000,00000000,00001808,00000000,00000148,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00015272,00000943,00000209,00000340,00000006,00018220,00009070,00000000,00000000,00000000,00000042,00000067,00000703,00000000,00001298,00000075,00000082,00000000,00000076,00000000,00000000,00000000,00003837,00000000,00000311,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00031726,00002703,00000303,00000784,00000214,00019611,00027331,00000000,00000000,00000000,00000023,00000295,00000869,00000299,00001773,00000678,00000506,00000000,00000415,00000000,00000000,00000000,00003926,00000000,00000318,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00010424,00000744,00000178,00000291,00000002,00008355,00011871,00000000,00000000,00000000,00000007,00000061,00000428,00000000,00001560,00000191,00000279,00000000,00000155,00000000,00000000,00000000,00001250,00000000,00000115,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00018888,00001948,00000259,00000607,00000004,00011199,00016758,00000000,00000000,00000000,00000023,00000260,00000641,00000005,00001676,00000398,00000385,00000000,00000146,00000000,00000000,00000000,00003310,00000000,00000340,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00012762,00001758,00000166,00000864,00000001,00005647,00013760,00000000,00000000,00000000,00000019,00000190,00000361,00000000,00000584,00000270,00000173,00000000,00000061,00000000,00000000,00000000,00002400,00000000,00000151,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00018726,00001685,00000282,00001285,00000008,00013908,00012790,00000000,00000000,00000000,00000014,00000095,00000642,00000005,00000553,00000148,00000098,00000000,00000174,00000000,00000000,00000000,00003592,00000000,00000373,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00016238,00000927,00000340,00000504,00000005,00015467,00010891,00000000,00000000,00000000,00000031,00000134,00000484,00000000,00001870,00000169,00000137,00000000,00000066,00000000,00000001,00000000,00002271,00000002,00000329,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00024813,00001233,00000481,00000488,00000007,00025407,00023104,00000000,00000000,00000000,00000017,00000209,00000727,00000003,00002673,00000244,00000443,00000000,00000449,00000000,00000000,00000000,00004805,00000000,00000387,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00014607,00000887,00000278,00000318,00000006,00017992,00008847,00000000,00000000,00000000,00000010,00000084,00000574,00000001,00001019,00000069,00000138,00000000,00000082,00000000,00000000,00000000,00003467,00000000,00000637,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00013630,00000737,00000140,00000288,00000007,00014096,00007803,00000000,00000000,00000000,00000017,00000054,00000471,00000007,00000841,00000187,00000159,00000000,00000106,00000000,00000000,00000000,00003309,00000000,00000477,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00011268,00000750,00000165,00000236,00000004,00010394,00008385,00000000,00000000,00000000,00000023,00000072,00000434,00000008,00001098,00000168,00000136,00000000,00000076,00000000,00000000,00000000,00003224,00000000,00000287,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00014555,00000819,00000167,00000284,00000003,00013113,00009072,00000000,00000000,00000000,00000020,00000103,00000411,00000007,00001308,00000119,00000167,00000000,00000098,00000000,00000000,00000000,00002904,00000000,00000477,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00031548,00003275,00000564,00001686,00000041,00023176,00035803,00000000,00000000,00000001,00000095,00000511,00000807,00000025,00003689,00000910,00000459,00000000,00000340,00000000,00000000,00000000,00003080,00000000,00000472,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00048019,00002927,00000179,00000590,00000117,00011782,00028070,00000000,00000000,00000000,00000090,00000313,00000346,00000128,00001331,00001778,00000931,00000000,00001125,00000000,00000000,00000000,00001345,00000000,00000054,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00044809,00002785,00000155,00000466,00000111,00018312,00032619,00000000,00000000,00000000,00000105,00000696,00000361,00000152,00004155,00001513,00000854,00000000,00000987,00000000,00000000,00000000,00002134,00000000,00000207,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00015684,00000885,00000232,00000248,00000002,00016249,00008179,00000000,00000000,00000000,00000032,00000052,00000602,00000004,00000836,00000123,00000207,00000000,00000079,00000000,00000000,00000000,00004334,00000000,00000493,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00011837,00000621,00000112,00000126,00000010,00013805,00004899,00000000,00000000,00000000,00000009,00000053,00000349,00000000,00000371,00000069,00000108,00000000,00000035,00000000,00000000,00000000,00003177,00000000,00000215,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00051335,00003123,00000267,00000704,00000033,00022328,00041019,00000000,00000000,00000000,00000162,00000938,00000322,00000036,00005598,00001950,00001219,00000000,00000962,00000000,00000000,00000000,00003507,00000000,00000165,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00052618,00008822,00000447,00001432,00000200,00021987,00037284,00000000,00000000,00000000,00000143,00000870,00000961,00000353,00004142,00002344,00001104,00000000,00001070,00000000,00000000,00000000,00010314,00000000,00000232,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00001901,00000057,00000005,00000027,00000000,00000628,00000229,00000000,00000000,00000000,00000008,00000004,00000016,00000000,00000012,00000018,00000001,00000000,00000002,00000000,00000000,00000000,00000363,00000000,00000002,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00033683,00005474,00000356,00000918,00000060,00017306,00027498,00000000,00000000,00000000,00000063,00000531,00000542,00000032,00003016,00001378,00000888,00000000,00000744,00000000,00000000,00000000,00002298,00000000,00000095,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00037721,00007108,00000489,00001156,00000027,00020392,00034480,00000000,00000000,00000000,00000119,00000580,00000897,00000055,00003514,00001706,00001075,00000000,00000630,00000000,00000000,00000000,00004559,00000000,00000197,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00068307,00012831,00000958,00002780,00000077,00038901,00067210,00000000,00000000,00000000,00000164,00001298,00002143,00000121,00007662,00002964,00001982,00000000,00001172,00000000,00000000,00000000,00007315,00000000,00000429,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00021843,00001944,00000338,00000484,00000024,00021727,00023342,00000000,00000000,00000000,00000035,00000075,00000916,00000027,00001897,00000382,00000546,00000000,00000307,00000000,00000000,00000000,00004339,00000000,00000340,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00216694,00015142,00001621,00003841,00000518,00103468,00179783,00000001,00000000,00000000,00000770,00003359,00002445,00000634,00022129,00008307,00004933,00000000,00003632,00000000,00000000,00000000,00017955,00000000,00001229,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00020407,00001892,00000138,00000322,00000006,00007237,00022126,00000000,00000000,00000000,00000009,00000377,00000263,00000001,00003589,00001092,00000695,00000000,00000344,00000000,00000000,00000000,00002026,00000000,00000052,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00024191,00002940,00000233,00000959,00000009,00010707,00016501,00000000,00000000,00000000,00000011,00000239,00000759,00000007,00000622,00000349,00000189,00000000,00000208,00000000,00000000,00000000,00003450,00000000,00001886,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00015595,00001707,00000279,00000634,00000011,00013845,00016729,00000000,00000000,00000000,00000049,00000143,00000812,00000013,00002031,00000261,00000438,00000000,00000167,00000000,00000000,00000000,00002306,00000000,00000289,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00019913,00003137,00000197,00000616,00000001,00012311,00022045,00000000,00000000,00000000,00000012,00000295,00000542,00000020,00002480,00000650,00000614,00000000,00000271,00000000,00000000,00000000,00002840,00000000,00000210,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00097172,00004983,00000487,00001264,00000247,00050917,00066472,00000000,00000000,00000000,00000230,00001567,00000915,00000293,00011483,00003958,00002039,00000000,00002887,00000000,00000000,00000000,00008294,00000000,00000278,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00066711,00004596,00000334,00000815,00000127,00026272,00045603,00000000,00000000,00000000,00000655,00001374,00000668,00000139,00006784,00002310,00001219,00000000,00001088,00000000,00000000,00000000,00003755,00000000,00000225,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00050484,00005043,00000281,00000839,00000193,00020060,00039261,00000000,00000000,00000000,00000309,00000682,00000805,00000277,00003075,00001883,00000863,00000000,00000476,00000000,00000000,00000000,00003966,00000000,00000237,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00060526,00006662,00000381,00000961,00000138,00024878,00036803,00000000,00000000,00000000,00000256,00001016,00001151,00000192,00003661,00002193,00001085,00000000,00000886,00000000,00000000,00000000,00003380,00000000,00000177,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00089108,00009801,00000745,00001727,00000198,00047214,00068224,00000000,00000000,00000000,00000370,00001570,00001242,00000379,00007796,00003705,00001998,00000000,00001610,00000000,00000000,00000000,00005651,00000000,00000526,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00025160,00002230,00000244,00000619,00000034,00018011,00018413,00000000,00000000,00000000,00000082,00000155,00000841,00000036,00001590,00000468,00000419,00000000,00000273,00000000,00000000,00000000,00006352,00000000,00000300,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00018843,00001572,00000258,00000546,00000011,00015465,00016082,00000000,00000000,00000000,00000071,00000162,00000547,00000018,00001730,00000300,00000430,00000000,00000205,00000000,00000002,00000000,00004541,00000000,00000311,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00022559,00001917,00000389,00000872,00000006,00023798,00020875,00000000,00000000,00000000,00000050,00000147,00000834,00000008,00002047,00000314,00000350,00000000,00000257,00000002,00000000,00000000,00005922,00000000,00000419,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008096,00000489,00000129,00000152,00000005,00006944,00004961,00000000,00000000,00000000,00000017,00000044,00000264,00000000,00000511,00000066,00000073,00000000,00000043,00000000,00000000,00000000,00004913,00000000,00000331,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00012578,00000985,00000140,00000176,00000002,00007224,00011432,00000000,00000000,00000000,00000042,00000125,00000370,00000000,00001347,00000231,00000286,00000000,00000087,00000000,00000000,00000000,00002527,00000000,00000223,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00011978,00001081,00000139,00000282,00000000,00009382,00011402,00000000,00000000,00000000,00000020,00000135,00000461,00000004,00001215,00000219,00000265,00000000,00000168,00000000,00000000,00000000,00002506,00000000,00000192,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00016291,00002279,00000146,00000507,00000027,00008143,00015403,00000000,00000000,00000000,00000028,00000332,00000285,00000031,00001817,00000852,00000466,00000000,00000314,00000000,00000000,00000000,00002600,00000000,00000052,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00023436,00002326,00000139,00000343,00000057,00015287,00015034,00000000,00000000,00000000,00000064,00000232,00000237,00000055,00001883,00000742,00000430,00000000,00001012,00000000,00000000,00000000,00001914,00000000,00000061,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00051874,00002762,00000270,00000717,00000242,00025517,00031454,00000000,00000000,00000000,00000162,00000663,00000552,00000175,00004043,00001792,00000973,00000000,00002359,00000000,00000000,00000000,00007033,00000000,00000153,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00026941,00002513,00000175,00000447,00000045,00011363,00015128,00000000,00000000,00000000,00000058,00000399,00000304,00000049,00001754,00001029,00000573,00000000,00000815,00000000,00000000,00000000,00000803,00000000,00000054,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00032744,00003332,00000342,00000838,00000067,00015638,00025341,00000000,00000000,00000000,00000138,00000526,00000495,00000069,00003030,00001320,00000776,00000000,00000634,00000000,00000000,00000000,00002968,00000000,00000120,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00024070,00005371,00000332,00001101,00000005,00016573,00023140,00000000,00000000,00000000,00000055,00000312,00000904,00000013,00002103,00000815,00000634,00000000,00000640,00000000,00000000,00000000,00003368,00000000,00000167,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00027944,00004030,00000221,00000944,00000025,00012323,00022392,00000000,00000000,00000000,00000048,00000253,00000584,00000041,00001875,00000934,00000619,00000000,00000581,00000000,00000000,00000000,00003014,00000000,00000119,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00019458,00002222,00000347,00000710,00000010,00022142,00021933,00000000,00000000,00000000,00000012,00000117,00000881,00000011,00001812,00000303,00000445,00000000,00000223,00000000,00000000,00000000,00002959,00000002,00000289,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00037631,00001877,00000138,00000390,00000052,00018474,00028583,00000000,00000000,00000000,00000075,00000720,00000253,00000107,00003544,00001442,00000771,00000000,00000834,00000000,00000000,00000000,00001351,00000000,00000128,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00035041,00002576,00000558,00000946,00000025,00036350,00023382,00000000,00000000,00000000,00000057,00000214,00001414,00000055,00003220,00000312,00000347,00000000,00000257,00000000,00000000,00000000,00007347,00000000,00000941,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00016221,00001123,00000272,00000410,00000005,00012122,00018867,00000000,00000000,00000000,00000017,00000134,00000340,00000001,00002414,00000331,00000503,00000000,00000234,00000000,00000000,00000000,00002471,00000000,00000289,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00025397,00001475,00000165,00000615,00000031,00015498,00022000,00000000,00000000,00000000,00000032,00000259,00000456,00000016,00001798,00000580,00000646,00000000,00000214,00000000,00000000,00000000,00003855,00000000,00000270,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00028265,00001490,00000443,00000555,00000010,00025032,00029873,00000000,00000000,00000000,00000032,00000227,00000829,00000004,00004154,00000415,00000772,00000000,00000559,00000000,00000000,00000000,00003835,00000000,00000281,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00011491,00000503,00000140,00000176,00000001,00009543,00010999,00000000,00000000,00000000,00000008,00000093,00000283,00000002,00001358,00000177,00000271,00000000,00000240,00000000,00000000,00000000,00002866,00000000,00000066,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00018991,00001110,00000306,00000428,00000007,00014986,00009333,00000000,00000000,00000000,00000016,00000083,00000807,00000000,00000940,00000117,00000130,00000000,00000167,00000000,00000000,00000000,00004849,00000000,00000421,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00033665,00003081,00000430,00000990,00000015,00023065,00030075,00000000,00000000,00000000,00000064,00000335,00000802,00000037,00002610,00000470,00000438,00000000,00000268,00000000,00000000,00000000,00005881,00000000,00000799,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00030770,00005169,00000388,00001212,00000043,00013069,00027321,00000000,00000000,00000000,00000041,00000602,00001018,00000025,00002451,00000745,00000625,00000000,00000281,00000000,00000000,00000000,00002313,00000000,00000289,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00033135,00001795,00000194,00000533,00000044,00013216,00024534,00000000,00000000,00000000,00000141,00000908,00000269,00000027,00003112,00001343,00000788,00000000,00000561,00000000,00000000,00000000,00000937,00000000,00000106,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00020529,00002054,00000284,00000863,00000011,00013039,00018676,00000000,00000000,00000000,00000015,00000203,00000563,00000005,00001420,00000422,00000301,00000000,00000208,00000000,00000000,00000000,00003842,00000000,00000281,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00021050,00001252,00000417,00000484,00000025,00020200,00013412,00000000,00000000,00000000,00000024,00000093,00000570,00000017,00003246,00000174,00000186,00000000,00000113,00000000,00000000,00000000,00006657,00000000,00002507,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00024267,00002136,00000519,00000923,00000042,00023817,00021357,00000000,00000000,00000000,00000080,00000157,00000975,00000039,00002887,00000429,00000527,00000000,00000367,00000000,00000000,00000000,00004071,00000002,00000430,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00022331,00002490,00000516,00000943,00000018,00020680,00021370,00000000,00000000,00000000,00000040,00000118,00001089,00000024,00004398,00000290,00000569,00000000,00000244,00000000,00000000,00000000,00004997,00000000,00000420,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00038502,00001328,00000202,00000464,00000005,00046320,00016283,00000000,00000000,00000000,00000017,00000104,00001029,00000000,00000895,00000533,00000432,00000000,00000158,00000000,00000000,00000000,00006130,00000000,00000645,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00010549,00001071,00000234,00000233,00000002,00007624,00009750,00000000,00000000,00000000,00000005,00000110,00000451,00000005,00001267,00000163,00000293,00000000,00000097,00000000,00000000,00000000,00001489,00000000,00000144,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00008621,00000660,00000138,00000169,00000001,00006307,00005112,00000000,00000000,00000000,00000003,00000078,00000297,00000000,00000712,00000078,00000123,00000000,00000041,00000000,00000000,00000000,00001846,00000000,00000164,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00034355,00004063,00000395,00001522,00000017,00015702,00029096,00000000,00000000,00000000,00000056,00000650,00000799,00000008,00001916,00001183,00000409,00000000,00000181,00000000,00000000,00000000,00005098,00000000,00000548,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00023269,00001526,00000182,00000746,00000008,00014483,00017835,00000000,00000000,00000000,00000065,00000153,00000502,00000018,00001149,00000248,00000230,00000000,00000169,00000000,00000000,00000000,00004397,00000000,00000343,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015022,00001242,00000129,00000428,00000004,00007609,00012908,00000000,00000000,00000000,00000070,00000146,00000401,00000013,00001068,00000367,00000188,00000000,00000103,00000000,00000000,00000000,00002888,00000000,00000208,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00012506,00001133,00000095,00000308,00000001,00004480,00009276,00000000,00000000,00000000,00000027,00000340,00000301,00000001,00000954,00000343,00000224,00000000,00000096,00000000,00000000,00000000,00001434,00000000,00000120,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00016640,00001361,00000222,00000736,00000000,00010678,00016125,00000000,00000000,00000000,00000126,00000248,00000389,00000004,00001209,00000454,00000309,00000000,00000087,00000000,00000000,00000000,00004255,00000000,00000504,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00013109,00001561,00000126,00000279,00000003,00004554,00009010,00000000,00000000,00000000,00000052,00000186,00000333,00000012,00000913,00000537,00000282,00000000,00000102,00000000,00000000,00000000,00001183,00000000,00000070,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00023522,00001289,00000185,00000326,00000006,00013544,00017721,00000000,00000000,00000000,00000018,00000255,00000471,00000003,00002596,00000530,00000567,00000000,00000506,00000000,00000000,00000000,00002199,00000000,00000159,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00021981,00002645,00000284,00000952,00000008,00014228,00027630,00000000,00000000,00000000,00000018,00000167,00000915,00000017,00001436,00000262,00000396,00000000,00000182,00000000,00000000,00000000,00003845,00000000,00000269,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018160,00002851,00000138,00000691,00000012,00005114,00016743,00000000,00000000,00000000,00000034,00000382,00000563,00000023,00001769,00000604,00000451,00000000,00000134,00000000,00000000,00000000,00003897,00000000,00000108,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00024942,00001563,00000112,00000305,00000004,00009615,00022007,00000000,00000000,00000000,00000016,00000490,00000225,00000007,00003719,00001056,00000800,00000000,00000454,00000000,00000000,00000000,00003567,00000000,00000106,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014236,00000735,00000196,00000200,00000003,00016227,00007493,00000000,00000000,00000000,00000010,00000035,00000606,00000003,00000991,00000058,00000092,00000000,00000076,00000000,00000000,00000000,00003266,00000000,00000532,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00027042,00002013,00000352,00000726,00000009,00021434,00018932,00000000,00000000,00000000,00000129,00000246,00000871,00000019,00002408,00000232,00000247,00000000,00000126,00000000,00000000,00000000,00005577,00000000,00000538,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00023203,00002013,00000281,00000529,00000007,00016569,00023852,00000000,00000000,00000000,00000011,00000196,00000742,00000024,00001941,00000315,00000527,00000000,00000286,00000000,00000000,00000000,00002893,00000000,00000205,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00011740,00001795,00000067,00000336,00000019,00004937,00010616,00000000,00000000,00000000,00000007,00000170,00000217,00000029,00001322,00000478,00000350,00000000,00000313,00000000,00000000,00000000,00000551,00000000,00000025,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00008379,00000780,00000144,00000162,00000040,00006256,00006739,00000000,00000000,00000000,00000010,00000069,00000182,00000046,00000989,00000136,00000183,00000000,00000120,00000000,00000000,00000000,00002083,00000000,00000133,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00010734,00000560,00000144,00000155,00000000,00006479,00003983,00000000,00000000,00000000,00000038,00000111,00000305,00000000,00000777,00000096,00000112,00000000,00000030,00000000,00000000,00000000,00001920,00000000,00000250,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00010982,00000855,00000061,00000155,00000004,00004313,00009940,00000000,00000000,00000000,00000848,00000292,00000090,00000009,00001186,00000451,00000256,00000000,00000220,00000000,00000000,00000000,00000707,00000000,00000024,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00010369,00001246,00000145,00000564,00000000,00007089,00009216,00000000,00000000,00000000,00000010,00000205,00000256,00000007,00000541,00000302,00000131,00000000,00000042,00000000,00000000,00000000,00001979,00000000,00000248,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00011353,00001270,00000151,00000396,00000000,00005549,00008171,00000000,00000000,00000000,00000017,00000215,00000302,00000005,00000396,00000440,00000155,00000000,00000062,00000000,00000000,00000000,00003366,00000000,00000158,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009488,00001351,00000040,00000362,00000000,00002346,00008909,00000000,00000000,00000000,00000006,00000209,00000316,00000000,00000514,00000299,00000142,00000000,00000032,00000000,00000000,00000000,00001648,00000000,00000078,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00016697,00001046,00000084,00000182,00000013,00006829,00014706,00000000,00000000,00000000,00000025,00000325,00000259,00000003,00002299,00000706,00000520,00000000,00000268,00000000,00000000,00000000,00001291,00000000,00000063,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00017028,00001065,00000118,00000413,00000008,00010842,00010921,00000000,00000000,00000000,00000021,00000117,00000380,00000004,00000785,00000136,00000198,00000000,00000093,00000000,00000000,00000000,00003521,00000000,00000257,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00019487,00001203,00000158,00000344,00000006,00012187,00013242,00000000,00000000,00000000,00000030,00000085,00000488,00000012,00000778,00000192,00000236,00000000,00000147,00000000,00000000,00000000,00003763,00000000,00000313,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007197,00000771,00000098,00000201,00000003,00003631,00004273,00000000,00000000,00000000,00000006,00000054,00000302,00000002,00000106,00000108,00000059,00000000,00000031,00000000,00000000,00000000,00001083,00000000,00000065,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00048002,00001057,00000090,00000251,00000018,00020253,00035281,00000000,00000000,00000000,00000061,00000520,00000271,00000018,00004811,00001571,00000956,00000000,00001138,00000000,00000000,00000000,00003440,00000000,00000119,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00017122,00000746,00000112,00000168,00000001,00013019,00016138,00000000,00000000,00000000,00000011,00000122,00000337,00000005,00001691,00000224,00000262,00000000,00000190,00000000,00000000,00000000,00002594,00000000,00000224,00000000,                                                                                                    
R237,182ND STREET-183RD STREET     ,00009216,00000518,00000085,00000097,00000005,00009490,00003937,00000000,00000000,00000000,00000001,00000036,00000397,00000000,00000448,00000043,00000039,00000000,00000068,00000000,00000000,00000000,00002250,00000002,00000328,00000000,                                                                                                    
